[ 2014-11-04T09:41:24+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Run ParseTemplate Behavior [ RunTime:0.117911s ]
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.119155s ]
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Tag[ view_filter ] --START--
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Run ContentReplace Behavior [ RunTime:0.003454s ]
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Run TokenBuild Behavior [ RunTime:0.004839s ]
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002605s ]
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Run ShowRuntime Behavior [ RunTime:0.008306s ]
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.023216s ]
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Tag[ view_end ] --START--
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Run ShowPageTrace Behavior [ RunTime:0.003495s ]
[ 2014-11-04T14:01:22+08:00 ] /api/Index | INFO: Tag[ view_end ] --END-- [ RunTime:0.005564s ]
[ 2014-11-04T22:37:11+08:00 ] /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Tag[ route_check ] --START--
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.000598s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000694s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Tag[ app_begin ] --START--
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000498s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Run CheckLang Behavior [ RunTime:0.000741s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001355s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | SQL: SHOW COLUMNS FROM `lj_menu` [ RunTime:0.011740s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | SQL: SELECT `id`,`name`,`url`,`child` FROM `lj_menu` WHERE status=1 ORDER BY sort asc  [ RunTime:0.010103s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | SQL: SHOW COLUMNS FROM `lj_rbac_node` [ RunTime:0.013874s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | SQL: SELECT `id`,`name`,`title`,`pid` FROM `lj_rbac_node` WHERE pid=1 ORDER BY sort desc  [ RunTime:0.008106s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | NOTIC: [2] Invalid argument supplied for foreach() IndexAction.class.php 第 20 行.
[ 2014-11-04T22:37:14+08:00 ] /Index/index | NOTIC: [2] unlink(./Runtime/Temp/~@4f5c6f858bd9d3d2f98c57840bf2150a.php) [<a href='function.unlink'>function.unlink</a>]: No such file or directory CacheFile.class.php 第 220 行.
[ 2014-11-04T22:37:14+08:00 ] /Index/index | SQL: SHOW COLUMNS FROM `lj_quick` [ RunTime:0.009892s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | SQL: SELECT * FROM `lj_quick` WHERE uid=1  [ RunTime:0.007750s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Tag[ view_template ] --START--
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002704s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002897s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Tag[ view_parse ] --START--
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.041935s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.042075s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Tag[ view_filter ] --START--
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.000559s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.000547s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000393s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000589s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002300s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Tag[ view_end ] --START--
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000700s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.000784s ]
[ 2014-11-04T22:37:14+08:00 ] /Public/Images/left_bg.png | ERR: (ThinkException) 非法操作Images
[ 2014-11-04T22:37:14+08:00 ] /Index/main | INFO: Tag[ route_check ] --START--
[ 2014-11-04T22:37:14+08:00 ] /Index/main | INFO: Run CheckRoute Behavior [ RunTime:0.000835s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/main | INFO: Tag[ route_check ] --END-- [ RunTime:0.000933s ]
[ 2014-11-04T22:37:14+08:00 ] /Index/main | INFO: Tag[ app_begin ] --START--
[ 2014-11-04T22:37:14+08:00 ] /Index/main | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001164s ]
[ 2014-11-04T22:37:15+08:00 ] /Index/main | INFO: Run CheckLang Behavior [ RunTime:0.003018s ]
[ 2014-11-04T22:37:15+08:00 ] /Index/main | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004381s ]
[ 2014-11-04T22:37:15+08:00 ] /Index/main | INFO: Tag[ view_template ] --START--
[ 2014-11-04T22:37:15+08:00 ] /Index/main | INFO: Run LocationTemplate Behavior [ RunTime:0.000836s ]
[ 2014-11-04T22:37:15+08:00 ] /Index/main | INFO: Tag[ view_template ] --END-- [ RunTime:0.001003s ]
[ 2014-11-04T22:37:15+08:00 ] /Index/main | INFO: Tag[ view_parse ] --START--
[ 2014-11-04T22:37:15+08:00 ] /Index/main | INFO: Run ParseTemplate Behavior [ RunTime:0.011042s ]
[ 2014-11-04T22:37:15+08:00 ] /Index/main | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011199s ]
[ 2014-11-04T22:37:15+08:00 ] /Index/main | INFO: Tag[ view_filter ] --START--
[ 2014-11-04T22:37:15+08:00 ] /Index/main | INFO: Run ContentReplace Behavior [ RunTime:0.000892s ]
[ 2014-11-04T22:37:15+08:00 ] /Index/main | INFO: Run TokenBuild Behavior [ RunTime:0.001165s ]
[ 2014-11-04T22:37:15+08:00 ] /Index/main | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000582s ]
[ 2014-11-04T22:37:15+08:00 ] /Index/main | INFO: Run ShowRuntime Behavior [ RunTime:0.000918s ]
[ 2014-11-04T22:37:15+08:00 ] /Index/main | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003981s ]
[ 2014-11-04T22:37:15+08:00 ] /Index/main | INFO: Tag[ view_end ] --START--
[ 2014-11-04T22:37:15+08:00 ] /Index/main | INFO: Run ShowPageTrace Behavior [ RunTime:0.000800s ]
[ 2014-11-04T22:37:15+08:00 ] /Index/main | INFO: Tag[ view_end ] --END-- [ RunTime:0.000927s ]
[ 2014-11-04T22:37:15+08:00 ] /Public/Images/bar_close.png | ERR: (ThinkException) 非法操作Images
[ 2014-11-04T22:37:15+08:00 ] /Public/Images/scroll_bg.png | ERR: (ThinkException) 非法操作Images
[ 2014-11-04T22:37:15+08:00 ] /Public/Images/header_bg.gif | ERR: (ThinkException) 非法操作Images
[ 2014-11-04T22:37:15+08:00 ] /Public/Images/panel_nav_bg.png | ERR: (ThinkException) 非法操作Images
[ 2014-11-04T22:37:15+08:00 ] /Public/Images/loading2.gif | ERR: (ThinkException) 非法操作Images
[ 2014-11-04T22:37:15+08:00 ] /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2014-11-04T22:50:06+08:00 ] /goods/groupApply | ERR: (ThinkException) 无法加载模块goods
[ 2014-11-04T22:50:06+08:00 ] /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Tag[ route_check ] --START--
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Run CheckRoute Behavior [ RunTime:0.000806s ]
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Tag[ route_check ] --END-- [ RunTime:0.000901s ]
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Tag[ app_begin ] --START--
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000535s ]
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Run CheckLang Behavior [ RunTime:0.000997s ]
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001649s ]
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | NOTIC: [8] Undefined index: keywords GoodsAction.class.php 第 344 行.
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | SQL: SHOW COLUMNS FROM `lj_group_apply` [ RunTime:0.010513s ]
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | SQL: SELECT COUNT(id) AS tp_count FROM `lj_group_apply` WHERE ( `status` = 1 ) LIMIT 1   [ RunTime:0.008992s ]
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | NOTIC: [8] Undefined variable: page GoodsAction.class.php 第 361 行.
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Tag[ view_template ] --START--
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Run LocationTemplate Behavior [ RunTime:0.003313s ]
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Tag[ view_template ] --END-- [ RunTime:0.003540s ]
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Tag[ view_parse ] --START--
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Run ParseTemplate Behavior [ RunTime:0.066514s ]
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Tag[ view_parse ] --END-- [ RunTime:0.066778s ]
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Tag[ view_filter ] --START--
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Run ContentReplace Behavior [ RunTime:0.000970s ]
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Run TokenBuild Behavior [ RunTime:0.000596s ]
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000335s ]
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Run ShowRuntime Behavior [ RunTime:0.000566s ]
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002795s ]
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Tag[ view_end ] --START--
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Run ShowPageTrace Behavior [ RunTime:0.000566s ]
[ 2014-11-04T22:50:18+08:00 ] /Goods/groupApply | INFO: Tag[ view_end ] --END-- [ RunTime:0.000657s ]
[ 2014-11-04T22:50:19+08:00 ] /Public/Images/th_bg.gif | ERR: (ThinkException) 非法操作Images
[ 2014-11-04T22:50:19+08:00 ] /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2014-11-04T22:51:00+08:00 ] /Goods/groupApply | INFO: Tag[ route_check ] --START--
[ 2014-11-04T22:51:00+08:00 ] /Goods/groupApply | INFO: Run CheckRoute Behavior [ RunTime:0.000847s ]
[ 2014-11-04T22:51:00+08:00 ] /Goods/groupApply | INFO: Tag[ route_check ] --END-- [ RunTime:0.000964s ]
[ 2014-11-04T22:51:00+08:00 ] /Goods/groupApply | INFO: Tag[ app_begin ] --START--
[ 2014-11-04T22:51:00+08:00 ] /Goods/groupApply | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000579s ]
[ 2014-11-04T22:51:00+08:00 ] /Goods/groupApply | INFO: Run CheckLang Behavior [ RunTime:0.001072s ]
[ 2014-11-04T22:51:00+08:00 ] /Goods/groupApply | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001782s ]
[ 2014-11-04T22:51:00+08:00 ] /Goods/groupApply | NOTIC: [8] Undefined index: keywords GoodsAction.class.php 第 344 行.
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | SQL: SHOW COLUMNS FROM `lj_group_apply` [ RunTime:0.031356s ]
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | SQL: SELECT COUNT(id) AS tp_count FROM `lj_group_apply` WHERE ( `status` = 1 ) LIMIT 1   [ RunTime:0.017025s ]
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | SQL: SELECT * FROM `lj_group_apply` WHERE ( `status` = 1 ) ORDER BY id desc LIMIT 0,20   [ RunTime:0.025351s ]
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | INFO: Tag[ view_template ] --START--
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | INFO: Run LocationTemplate Behavior [ RunTime:0.002127s ]
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | INFO: Tag[ view_template ] --END-- [ RunTime:0.002327s ]
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | INFO: Tag[ view_parse ] --START--
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | INFO: Run ParseTemplate Behavior [ RunTime:0.022963s ]
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023168s ]
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | INFO: Tag[ view_filter ] --START--
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | INFO: Run ContentReplace Behavior [ RunTime:0.001226s ]
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | INFO: Run TokenBuild Behavior [ RunTime:0.002512s ]
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000981s ]
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | INFO: Run ShowRuntime Behavior [ RunTime:0.001500s ]
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006761s ]
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | INFO: Tag[ view_end ] --START--
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | INFO: Run ShowPageTrace Behavior [ RunTime:0.001177s ]
[ 2014-11-04T22:51:01+08:00 ] /Goods/groupApply | INFO: Tag[ view_end ] --END-- [ RunTime:0.001414s ]
[ 2014-11-04T22:51:01+08:00 ] /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2014-11-04T22:51:02+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Tag[ route_check ] --START--
[ 2014-11-04T22:51:02+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Run CheckRoute Behavior [ RunTime:0.000825s ]
[ 2014-11-04T22:51:02+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000936s ]
[ 2014-11-04T22:51:02+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Tag[ app_begin ] --START--
[ 2014-11-04T22:51:02+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000646s ]
[ 2014-11-04T22:51:02+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Run CheckLang Behavior [ RunTime:0.000773s ]
[ 2014-11-04T22:51:02+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001569s ]
[ 2014-11-04T22:51:02+08:00 ] /Goods/groupApplyCheck/id/1 | SQL: SHOW COLUMNS FROM `lj_group_apply` [ RunTime:0.011667s ]
[ 2014-11-04T22:51:02+08:00 ] /Goods/groupApplyCheck/id/1 | SQL: SELECT * FROM `lj_group_apply` WHERE id=1 LIMIT 1   [ RunTime:0.010017s ]
[ 2014-11-04T22:51:02+08:00 ] /Goods/groupApplyCheck/id/1 | SQL: SHOW COLUMNS FROM `lj_category` [ RunTime:0.010379s ]
[ 2014-11-04T22:51:02+08:00 ] /Goods/groupApplyCheck/id/1 | SQL: SELECT * FROM `lj_category` ORDER BY order_index desc  [ RunTime:0.010480s ]
[ 2014-11-04T22:51:02+08:00 ] /Goods/groupApplyCheck/id/1 | SQL: SHOW COLUMNS FROM `lj_production` [ RunTime:0.010778s ]
[ 2014-11-04T22:51:02+08:00 ] /Goods/groupApplyCheck/id/1 | SQL: SELECT `id`,`name` FROM `lj_production` ORDER BY order_index desc  [ RunTime:0.008869s ]
[ 2014-11-04T22:51:02+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Tag[ view_template ] --START--
[ 2014-11-04T22:51:02+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Run LocationTemplate Behavior [ RunTime:0.001451s ]
[ 2014-11-04T22:51:02+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001648s ]
[ 2014-11-04T22:51:02+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Tag[ view_parse ] --START--
[ 2014-11-04T22:51:03+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Run ParseTemplate Behavior [ RunTime:0.028015s ]
[ 2014-11-04T22:51:03+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.028152s ]
[ 2014-11-04T22:51:03+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Tag[ view_filter ] --START--
[ 2014-11-04T22:51:03+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Run ContentReplace Behavior [ RunTime:0.000415s ]
[ 2014-11-04T22:51:03+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Run TokenBuild Behavior [ RunTime:0.000448s ]
[ 2014-11-04T22:51:03+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000230s ]
[ 2014-11-04T22:51:03+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.000468s ]
[ 2014-11-04T22:51:03+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001763s ]
[ 2014-11-04T22:51:03+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Tag[ view_end ] --START--
[ 2014-11-04T22:51:03+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000417s ]
[ 2014-11-04T22:51:03+08:00 ] /Goods/groupApplyCheck/id/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000489s ]
[ 2014-11-04T22:51:03+08:00 ] /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Tag[ route_check ] --START--
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Run CheckRoute Behavior [ RunTime:0.000832s ]
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Tag[ route_check ] --END-- [ RunTime:0.000937s ]
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Tag[ app_begin ] --START--
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000524s ]
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Run CheckLang Behavior [ RunTime:0.001124s ]
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001768s ]
[ 2014-11-04T23:32:39+08:00 ] /Api | NOTIC: [8] A session had already been started - ignoring session_start() CommonAction.class.php 第 9 行.
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Tag[ view_template ] --START--
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Run LocationTemplate Behavior [ RunTime:0.000860s ]
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Tag[ view_template ] --END-- [ RunTime:0.000959s ]
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Tag[ view_parse ] --START--
[ 2014-11-04T23:32:39+08:00 ] /Api | NOTIC: [8] Undefined index: user cdff254f97ce93ac6536c85176a3ef67.php 第 11 行.
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Run ParseTemplate Behavior [ RunTime:0.042097s ]
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Tag[ view_parse ] --END-- [ RunTime:0.042177s ]
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Tag[ view_filter ] --START--
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Run ContentReplace Behavior [ RunTime:0.000594s ]
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Run TokenBuild Behavior [ RunTime:0.000628s ]
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000309s ]
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Run ShowRuntime Behavior [ RunTime:0.000783s ]
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002548s ]
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Tag[ view_end ] --START--
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Run ShowPageTrace Behavior [ RunTime:0.000703s ]
[ 2014-11-04T23:32:39+08:00 ] /Api | INFO: Tag[ view_end ] --END-- [ RunTime:0.000835s ]
[ 2014-11-04T23:32:40+08:00 ] /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2014-11-04T23:35:46+08:00 ] /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Tag[ route_check ] --START--
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Run CheckRoute Behavior [ RunTime:0.000687s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Tag[ route_check ] --END-- [ RunTime:0.000792s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Tag[ app_begin ] --START--
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000464s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Run CheckLang Behavior [ RunTime:0.000797s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001406s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | NOTIC: [8] Undefined index: keywords GoodsAction.class.php 第 344 行.
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | SQL: SHOW COLUMNS FROM `lj_group_apply` [ RunTime:0.011697s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | SQL: SELECT COUNT(id) AS tp_count FROM `lj_group_apply` WHERE ( `status` = 1 ) LIMIT 1   [ RunTime:0.010450s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | SQL: SELECT * FROM `lj_group_apply` WHERE ( `status` = 1 ) ORDER BY id desc LIMIT 0,20   [ RunTime:0.009862s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Tag[ view_template ] --START--
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Run LocationTemplate Behavior [ RunTime:0.002066s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Tag[ view_template ] --END-- [ RunTime:0.002266s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Tag[ view_parse ] --START--
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Run ParseTemplate Behavior [ RunTime:0.023446s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023575s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Tag[ view_filter ] --START--
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Run ContentReplace Behavior [ RunTime:0.000470s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Run TokenBuild Behavior [ RunTime:0.000463s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000340s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Run ShowRuntime Behavior [ RunTime:0.000507s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001969s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Tag[ view_end ] --START--
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Run ShowPageTrace Behavior [ RunTime:0.000424s ]
[ 2014-11-04T23:35:48+08:00 ] /Goods/groupApply | INFO: Tag[ view_end ] --END-- [ RunTime:0.000511s ]
[ 2014-11-04T23:35:48+08:00 ] /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2014-11-04T23:36:03+08:00 ] /Goods/groupApplyCheck/id/2 | INFO: Tag[ route_check ] --START--
[ 2014-11-04T23:36:03+08:00 ] /Goods/groupApplyCheck/id/2 | INFO: Run CheckRoute Behavior [ RunTime:0.001397s ]
[ 2014-11-04T23:36:03+08:00 ] /Goods/groupApplyCheck/id/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001577s ]
[ 2014-11-04T23:36:03+08:00 ] /Goods/groupApplyCheck/id/2 | INFO: Tag[ app_begin ] --START--
[ 2014-11-04T23:36:03+08:00 ] /Goods/groupApplyCheck/id/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000802s ]
[ 2014-11-04T23:36:03+08:00 ] /Goods/groupApplyCheck/id/2 | INFO: Run CheckLang Behavior [ RunTime:0.001185s ]
[ 2014-11-04T23:36:03+08:00 ] /Goods/groupApplyCheck/id/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002177s ]
[ 2014-11-04T23:36:03+08:00 ] /Goods/groupApplyCheck/id/2 | SQL: SHOW COLUMNS FROM `lj_group_apply` [ RunTime:0.012911s ]
[ 2014-11-04T23:36:03+08:00 ] /Goods/groupApplyCheck/id/2 | SQL: SELECT * FROM `lj_group_apply` WHERE id=2 LIMIT 1   [ RunTime:0.010271s ]
[ 2014-11-04T23:36:03+08:00 ] /Goods/groupApplyCheck/id/2 | SQL: SHOW COLUMNS FROM `lj_category` [ RunTime:0.008634s ]
